index,ordernumber,employeeid,employeename,employee_job_title,orderdate,ordertype,customertype,custid,customername,prodcategory,prodnumber,prod_name,quantity,price,ordertotal
1035,1107819,900017067,Christy Beedom,Senior Sales Representative,1/5/2021,Retail,Individual,3588,Chrysler Klemenz,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,4,$234.00 ,936.0
1036,1107841,900017067,Christy Beedom,Senior Sales Representative,1/9/2021,Retail,Individual,2634,Anjanette Glendza,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,$26.00 ,78.0
1037,1107846,900017067,Christy Beedom,Senior Sales Representative,1/10/2021,Retail,Individual,2939,Hetti Capponer,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,1,$30.00 ,30.0
1038,1107856,900017067,Christy Beedom,Senior Sales Representative,1/12/2021,Retail,Individual,1460,Em Blackader,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1039,1107888,900017067,Christy Beedom,Senior Sales Representative,1/15/2021,Retail,Individual,3625,Brigitta Zanussii,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228.0
1040,1107906,900017067,Christy Beedom,Senior Sales Representative,1/18/2021,Retail,Individual,1804,Rossie Ruddle,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
1041,1107954,900017067,Christy Beedom,Senior Sales Representative,1/25/2021,Retail,Individual,1213,Rycca Sunshine,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
1042,1107978,900017067,Christy Beedom,Senior Sales Representative,1/28/2021,Retail,Individual,3937,Marlin Haskins,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1043,1102881,900012349,Clement Carry,Sales Associate I,2/2/2019,Retail,Individual,1149,Bronson Lunnon,Bath products,BP102,Lavender and Olive Candle,2,$6.99 ,13.98
1044,1102960,900012349,Clement Carry,Sales Associate I,2/12/2019,Retail,Individual,4023,Sal Tettley,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,3,$35.00 ,105.0
1045,1103044,900012349,Clement Carry,Sales Associate I,2/24/2019,Retail,Individual,1716,Chrissie Gothliff,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,2,$26.00 ,52.0
1046,1103144,900012349,Clement Carry,Sales Associate I,3/15/2019,Retail,Individual,1149,Bronson Lunnon,Bath products,BP101,Lavender and Olive Bath Salts,4,$8.50 ,34.0
1047,1103153,900012349,Clement Carry,Sales Associate I,3/17/2019,Retail,Individual,1225,Roxi Ellice,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,3,$24.50 ,73.5
1048,1103182,900012349,Clement Carry,Sales Associate I,3/20/2019,Retail,Individual,2569,Banky Shavel,Olive Oil,OO602,Extra Virgin Olive Oil - Medium 6pk,3,$114.00 ,342.0
1049,1103206,900012349,Clement Carry,Sales Associate I,3/22/2019,Wholesale,Business,3199,Bergnaum LLC,Gift Basket,GB100,Organic EVOO Gift Basket,10,$70.00 ,700.0
1050,1103204,900012349,Clement Carry,Sales Associate I,3/22/2019,Retail,Individual,3952,Hanson Prichet,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,3,$26.00 ,78.0
1051,1103198,900012349,Clement Carry,Sales Associate I,3/22/2019,Retail,Individual,2372,Dorella Saxton,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
1052,1103214,900012349,Clement Carry,Sales Associate I,3/23/2019,Retail,Individual,1336,Krysta Djurdjevic,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,3,$35.00 ,105.0
1053,1103265,900012349,Clement Carry,Sales Associate I,4/1/2019,Retail,Individual,1716,Chrissie Gothliff,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,2,$24.50 ,49.0
1054,1103264,900012349,Clement Carry,Sales Associate I,4/1/2019,Retail,Individual,1269,Angelico Mytton,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,2,$45.00 ,90.0
1055,1103277,900012349,Clement Carry,Sales Associate I,4/3/2019,Retail,Individual,1556,Zared Lewsy,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,1,$234.00 ,234.0
1056,1103298,900012349,Clement Carry,Sales Associate I,4/5/2019,Retail,Individual,1334,Jackie Johnes,Olive Oil,OO200,Extra Virgin Olive Oil - Bold 2pk,2,$17.50 ,35.0
1057,1103340,900012349,Clement Carry,Sales Associate I,4/10/2019,Wholesale,Business,2209,Gleichner Inc,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,9,$35.00 ,315.0
1058,1103433,900012349,Clement Carry,Sales Associate I,4/23/2019,Retail,Individual,3217,Kareem Cavan,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,2,$114.00 ,228.0
1059,1103431,900012349,Clement Carry,Sales Associate I,4/23/2019,Retail,Individual,3249,Nancie Motherwell,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1060,1103460,900012349,Clement Carry,Sales Associate I,4/27/2019,Retail,Individual,1217,Llewellyn Fromont,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1061,1103565,900012349,Clement Carry,Sales Associate I,5/9/2019,Retail,Individual,3289,Danice Bannell,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1062,1103584,900012349,Clement Carry,Sales Associate I,5/12/2019,Retail,Individual,2420,Perry Brace,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,3,$26.00 ,78.0
1063,1103670,900012349,Clement Carry,Sales Associate I,5/25/2019,Retail,Individual,3952,Hanson Prichet,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
1064,1103680,900012349,Clement Carry,Sales Associate I,5/26/2019,Wholesale,Business,2166,O'Hara Group,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,14,$234.00 ,3276.0
1065,1103810,900012349,Clement Carry,Sales Associate I,6/16/2019,Retail,Individual,3558,Isidore Stronack,Gift Basket,GB302,Scented Olive Oil Bath Soap Gift Basket,1,$45.00 ,45.0
1066,1103861,900012349,Clement Carry,Sales Associate I,6/23/2019,Wholesale,Business,3199,Bergnaum LLC,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1067,1103886,900012349,Clement Carry,Sales Associate I,6/26/2019,Wholesale,Business,2209,Gleichner Inc,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,5,$234.00 ,1170.0
1068,1103996,900012349,Clement Carry,Sales Associate I,7/11/2019,Retail,Individual,3558,Isidore Stronack,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,4,$24.50 ,98.0
1069,1104184,900012349,Clement Carry,Sales Associate I,8/6/2019,Wholesale,Business,2209,Gleichner Inc,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,3,$234.00 ,702.0
1070,1104215,900012349,Clement Carry,Sales Associate I,8/11/2019,Retail,Individual,3303,Yuri Edison,Olive Oil,OO601,Extra Virgin Olive Oil - Bold 6pk,3,$114.00 ,342.0
1071,1104338,900012349,Clement Carry,Sales Associate I,8/28/2019,Wholesale,Business,2925,Hilpert Group,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1072,1104360,900012349,Clement Carry,Sales Associate I,8/31/2019,Retail,Individual,3539,Mellisent Yashaev,Gift Basket,GB100,Organic EVOO Gift Basket,2,$70.00 ,140.0
1073,1104383,900012349,Clement Carry,Sales Associate I,9/4/2019,Retail,Individual,2909,Harriot Roydon,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,4,$26.00 ,104.0
1074,1104380,900012349,Clement Carry,Sales Associate I,9/4/2019,Retail,Individual,1436,Fawne Mussared,Olive Oil,OO307,Rosemary Extra Virgin Olive Oil,3,$26.00 ,78.0
1075,1104412,900012349,Clement Carry,Sales Associate I,9/9/2019,Retail,Individual,1334,Jackie Johnes,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1076,1104523,900012349,Clement Carry,Sales Associate I,9/26/2019,Retail,Individual,1434,David De Giovanni,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,1,$26.00 ,26.0
1077,1104612,900012349,Clement Carry,Sales Associate I,10/9/2019,Retail,Individual,1149,Bronson Lunnon,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,$35.00 ,35.0
1078,1104696,900012349,Clement Carry,Sales Associate I,10/21/2019,Retail,Individual,3750,Bryanty Issit,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,3,$30.00 ,90.0
1079,1104781,900012349,Clement Carry,Sales Associate I,11/2/2019,Retail,Individual,1798,Betsy Buncombe,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1080,1104803,900012349,Clement Carry,Sales Associate I,11/6/2019,Retail,Individual,1434,David De Giovanni,Gift Basket,GB101,Infused EVOO Gift Basket,4,$75.00 ,300.0
1081,1104886,900012349,Clement Carry,Sales Associate I,11/17/2019,Wholesale,Business,2925,Hilpert Group,Bath products,BP103,Lavender and Olive Oil Bar Soap,7,$5.99 ,41.93
1082,1104966,900012349,Clement Carry,Sales Associate I,11/28/2019,Wholesale,Business,2925,Hilpert Group,Gift Basket,GB104,Garlic EVOO Gift Basket,9,$75.00 ,675.0
1083,1104965,900012349,Clement Carry,Sales Associate I,11/28/2019,Retail,Individual,1455,Daveen Ottey,Gift Basket,GB100,Organic EVOO Gift Basket,4,$70.00 ,280.0
1084,1104999,900012349,Clement Carry,Sales Associate I,12/3/2019,Retail,Individual,3985,Alexina Ould,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1085,1105048,900012349,Clement Carry,Sales Associate I,12/10/2019,Retail,Individual,1217,Llewellyn Fromont,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1086,1105142,900012349,Clement Carry,Sales Associate I,12/25/2019,Wholesale,Business,2166,O'Hara Group,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,11,$234.00 ,2574.0
1087,1105178,900012349,Clement Carry,Sales Associate I,12/30/2019,Retail,Individual,2051,Bone Gellion,Bath products,BP301,Mandarin and Olive Bath Salts,1,$8.50 ,8.5
1088,1105250,900012349,Clement Carry,Sales Associate I,1/9/2020,Retail,Individual,3881,Thatcher McQuillan,Olive Oil,OO302,Chili Extra Virgin Olive Oil,1,$26.00 ,26.0
1089,1105261,900012349,Clement Carry,Sales Associate I,1/10/2020,Wholesale,Business,2925,Hilpert Group,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1090,1105396,900012349,Clement Carry,Sales Associate I,2/1/2020,Retail,Individual,1217,Llewellyn Fromont,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,$26.00 ,104.0
1091,1105512,900012349,Clement Carry,Sales Associate I,2/16/2020,Retail,Individual,1334,Jackie Johnes,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,2,$24.50 ,49.0
1092,1105523,900012349,Clement Carry,Sales Associate I,2/19/2020,Wholesale,Business,3986,Runolfsdottir Group,Olive Oil,OO128,Chili Extra Virgin Olive Oil 12pk,8,$234.00 ,1872.0
1093,1105638,900012349,Clement Carry,Sales Associate I,3/7/2020,Retail,Individual,2262,Merry Hales,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1094,1105892,900012349,Clement Carry,Sales Associate I,4/12/2020,Retail,Individual,3289,Danice Bannell,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1095,1105950,900012349,Clement Carry,Sales Associate I,4/22/2020,Retail,Individual,3303,Yuri Edison,Olive Oil,OO203,Garlic Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1096,1106007,900012349,Clement Carry,Sales Associate I,5/2/2020,Retail,Individual,4110,Ag Vink,Bath products,BP501,Vanilla and Olive Bath Salts,1,$8.50 ,8.5
1097,1106012,900012349,Clement Carry,Sales Associate I,5/2/2020,Retail,Individual,1455,Daveen Ottey,Bath products,BP503,Vanilla and Olive Oil Bar Soap,1,$5.99 ,5.99
1098,1106059,900012349,Clement Carry,Sales Associate I,5/10/2020,Retail,Individual,3217,Kareem Cavan,Olive Oil,OO125,Garlic Extra Virgin Olive Oil 12pk,1,$234.00 ,234.0
1099,1106068,900012349,Clement Carry,Sales Associate I,5/10/2020,Retail,Individual,2372,Dorella Saxton,Bath products,BP103,Lavender and Olive Oil Bar Soap,3,$5.99 ,17.97
1100,1106073,900012349,Clement Carry,Sales Associate I,5/11/2020,Retail,Individual,2308,Morry Crank,Olive Oil,OO121,Extra Virgin Olive Oil - Medium 12 pk,4,$19.50 ,78.0
1101,1106113,900012349,Clement Carry,Sales Associate I,5/15/2020,Retail,Individual,1798,Betsy Buncombe,Bath products,BP302,Mandarin and Olive Candle,1,$6.99 ,6.99
1102,1106190,900012349,Clement Carry,Sales Associate I,5/26/2020,Retail,Individual,3249,Nancie Motherwell,Olive Oil,OO201,Extra Virgin Olive Oil - Delicate 2pk,4,$45.00 ,180.0
1103,1106200,900012349,Clement Carry,Sales Associate I,5/28/2020,Retail,Individual,3539,Mellisent Yashaev,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,$24.50 ,73.5
1104,1106253,900012349,Clement Carry,Sales Associate I,6/4/2020,Wholesale,Business,2166,O'Hara Group,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,3,$234.00 ,702.0
1105,1106252,900012349,Clement Carry,Sales Associate I,6/4/2020,Retail,Individual,3952,Hanson Prichet,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,2,$35.00 ,70.0
1106,1106280,900012349,Clement Carry,Sales Associate I,6/7/2020,Retail,Individual,3164,Jillane Matuska,Bath products,BP103,Lavender and Olive Oil Bar Soap,4,$5.99 ,23.96
1107,1106318,900012349,Clement Carry,Sales Associate I,6/12/2020,Retail,Individual,3289,Danice Bannell,Olive Oil,OO204,Lemon Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1108,1106434,900012349,Clement Carry,Sales Associate I,6/28/2020,Retail,Individual,1716,Chrissie Gothliff,Bath products,BP504,Vanilla and Olive Oil Bar Soap 3pk,4,$14.50 ,58.0
1109,1106439,900012349,Clement Carry,Sales Associate I,6/29/2020,Retail,Individual,3881,Thatcher McQuillan,Bath products,BP500,Vanilla and Olive Oil Body Soap,2,$7.45 ,14.9
1110,1106458,900012349,Clement Carry,Sales Associate I,7/2/2020,Retail,Individual,3750,Bryanty Issit,Bath products,BP100,Lavender and Olive Body Soap,1,$7.45 ,7.45
1111,1106467,900012349,Clement Carry,Sales Associate I,7/3/2020,Retail,Individual,4023,Sal Tettley,Bath products,BP501,Vanilla and Olive Bath Salts,4,$8.50 ,34.0
1112,1106547,900012349,Clement Carry,Sales Associate I,7/12/2020,Retail,Individual,4110,Ag Vink,Bath products,BP101,Lavender and Olive Bath Salts,2,$8.50 ,17.0
1113,1106592,900012349,Clement Carry,Sales Associate I,7/18/2020,Retail,Individual,3164,Jillane Matuska,Bath products,BP500,Vanilla and Olive Oil Body Soap,4,$7.45 ,29.8
1114,1106611,900012349,Clement Carry,Sales Associate I,7/20/2020,Retail,Individual,2262,Merry Hales,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1115,1106667,900012349,Clement Carry,Sales Associate I,7/27/2020,Retail,Individual,2051,Bone Gellion,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1116,1106695,900012349,Clement Carry,Sales Associate I,7/30/2020,Retail,Individual,2881,Bert Girardi,Olive Oil,OO609,Lemon Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1117,1106751,900012349,Clement Carry,Sales Associate I,8/8/2020,Retail,Individual,2051,Bone Gellion,Bath products,BP303,Mandarin and Olive Oil Bar Soap,2,$5.99 ,11.98
1118,1106820,900012349,Clement Carry,Sales Associate I,8/17/2020,Retail,Individual,2420,Perry Brace,Olive Oil,OO126,Lemon Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1119,1106841,900012349,Clement Carry,Sales Associate I,8/20/2020,Retail,Individual,3539,Mellisent Yashaev,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,3,$45.00 ,135.0
1120,1106888,900012349,Clement Carry,Sales Associate I,8/26/2020,Retail,Individual,1436,Fawne Mussared,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,4,$30.00 ,120.0
1121,1107014,900012349,Clement Carry,Sales Associate I,9/15/2020,Retail,Individual,2909,Harriot Roydon,Olive Oil,OO304,Extra Virgin Olive Oil - Medium,3,$24.50 ,73.5
1122,1107248,900012349,Clement Carry,Sales Associate I,10/19/2020,Retail,Individual,2881,Bert Girardi,Olive Oil,OO206,Chili Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1123,1107278,900012349,Clement Carry,Sales Associate I,10/22/2020,Wholesale,Business,2209,Gleichner Inc,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,13,$234.00 ,3042.0
1124,1107467,900012349,Clement Carry,Sales Associate I,11/19/2020,Retail,Individual,1336,Krysta Djurdjevic,Bath products,BP302,Mandarin and Olive Candle,2,$6.99 ,13.98
1125,1107589,900012349,Clement Carry,Sales Associate I,12/4/2020,Retail,Individual,3750,Bryanty Issit,Bath products,BP500,Vanilla and Olive Oil Body Soap,3,$7.45 ,22.35
1126,1107642,900012349,Clement Carry,Sales Associate I,12/11/2020,Retail,Individual,3164,Jillane Matuska,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,2,$123.00 ,246.0
1127,1107693,900012349,Clement Carry,Sales Associate I,12/18/2020,Retail,Individual,2262,Merry Hales,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,2,$45.00 ,90.0
1128,1107870,900012349,Clement Carry,Sales Associate I,1/13/2021,Wholesale,Business,3986,Runolfsdottir Group,Gift Basket,GB300,Deluxe Bath Gift Basket,10,$115.00 ,1150.0
1129,1107889,900012349,Clement Carry,Sales Associate I,1/15/2021,Retail,Individual,2909,Harriot Roydon,Gift Basket,GB100,Organic EVOO Gift Basket,4,$70.00 ,280.0
1130,1102921,900010428,Colby Hallberg,Sales Representative,2/7/2019,Retail,Individual,2970,Shela Welman,Olive Oil,OO302,Chili Extra Virgin Olive Oil,3,$26.00 ,78.0
1131,1102955,900010428,Colby Hallberg,Sales Representative,2/11/2019,Retail,Individual,1280,Gloria Spillett,Bath products,BP300,Mandarin and Olive Body Soap,4,$7.45 ,29.8
1132,1102948,900010428,Colby Hallberg,Sales Representative,2/11/2019,Retail,Individual,2888,Lane Wishkar,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,3,$24.50 ,73.5
1133,1102995,900010428,Colby Hallberg,Sales Representative,2/17/2019,Wholesale,Business,2653,Hagenes LLC,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,11,$234.00 ,2574.0
1134,1102990,900010428,Colby Hallberg,Sales Representative,2/17/2019,Retail,Individual,1259,Deedee Bernardes,Olive Oil,OO306,Lemon Extra Virgin Olive Oil,4,$26.00 ,104.0
1135,1103047,900010428,Colby Hallberg,Sales Representative,2/24/2019,Retail,Individual,1489,Izaak Belfelt,Bath products,BP303,Mandarin and Olive Oil Bar Soap,3,$5.99 ,17.97
1136,1103078,900010428,Colby Hallberg,Sales Representative,3/4/2019,Wholesale,Business,2653,Hagenes LLC,Olive Oil,OO607,Garlic Extra Virgin Olive Oil 6pk,5,$123.00 ,615.0
1137,1103084,900010428,Colby Hallberg,Sales Representative,3/5/2019,Retail,Individual,4016,Doro Elnor,Bath products,BP302,Mandarin and Olive Candle,1,$6.99 ,6.99
1138,1103111,900010428,Colby Hallberg,Sales Representative,3/11/2019,Retail,Individual,4112,Ethelred Cleworth,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,4,$27.00 ,108.0
1139,1103124,900010428,Colby Hallberg,Sales Representative,3/13/2019,Retail,Individual,1308,Martha Willoway,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,3,$24.50 ,73.5
1140,1103119,900010428,Colby Hallberg,Sales Representative,3/13/2019,Retail,Individual,2237,Kirsti Clericoates,Bath products,BP301,Mandarin and Olive Bath Salts,2,$8.50 ,17.0
1141,1103174,900010428,Colby Hallberg,Sales Representative,3/18/2019,Wholesale,Business,3327,Kassulke Inc,Bath products,BP105,Lavender and Olive Oil Lotion,8,$9.99 ,79.92
1142,1103189,900010428,Colby Hallberg,Sales Representative,3/20/2019,Retail,Individual,2628,Ethelin Chapell,Bath products,BP302,Mandarin and Olive Candle,1,$6.99 ,6.99
1143,1103195,900010428,Colby Hallberg,Sales Representative,3/21/2019,Retail,Individual,2204,Ricoriki Hargreaves,Bath products,BP105,Lavender and Olive Oil Lotion,4,$9.99 ,39.96
1144,1103249,900010428,Colby Hallberg,Sales Representative,3/30/2019,Wholesale,Business,3707,West Inc,Bath products,BP300,Mandarin and Olive Body Soap,11,$7.45 ,81.95
1145,1103266,900010428,Colby Hallberg,Sales Representative,4/1/2019,Retail,Individual,2844,Roselle Knevit,Olive Oil,OO301,Extra Virgin Olive Oil - Bold,4,$24.50 ,98.0
1146,1103313,900010428,Colby Hallberg,Sales Representative,4/7/2019,Retail,Individual,2244,Buffy Mourant,Olive Oil,OO205,Rosemary Extra Virgin Olive Oil 2pk,1,$45.00 ,45.0
1147,1103324,900010428,Colby Hallberg,Sales Representative,4/8/2019,Retail,Individual,2693,Chancey Dives,Bath products,BP301,Mandarin and Olive Bath Salts,4,$8.50 ,34.0
1148,1103368,900010428,Colby Hallberg,Sales Representative,4/14/2019,Retail,Individual,2520,Christophe Meletti,Olive Oil,OO606,Basil Extra Virgin Olive Oil 6pk,4,$123.00 ,492.0
1149,1103400,900010428,Colby Hallberg,Sales Representative,4/18/2019,Retail,Individual,2575,Ferguson Rabb,Gift Basket,GB103,Lemon EVOO Gift Basket,3,$75.00 ,225.0
1150,1103417,900010428,Colby Hallberg,Sales Representative,4/21/2019,Retail,Individual,2861,Ralina Sneden,Bath products,BP302,Mandarin and Olive Candle,3,$6.99 ,20.97
1151,1103434,900010428,Colby Hallberg,Sales Representative,4/23/2019,Retail,Individual,2504,Enrique Hynard,Olive Oil,OO303,Extra Virgin Olive Oil - Delicate,2,$24.50 ,49.0
1152,1103428,900010428,Colby Hallberg,Sales Representative,4/23/2019,Retail,Individual,1153,Arlyne Ranklin,Bath products,BP100,Lavender and Olive Body Soap,2,$7.45 ,14.9
1153,1103442,900010428,Colby Hallberg,Sales Representative,4/24/2019,Retail,Individual,2006,Fawnia Le Sarr,Olive Oil,OO605,Chili Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
1154,1103487,900010428,Colby Hallberg,Sales Representative,4/29/2019,Wholesale,Business,3707,West Inc,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,9,$26.00 ,234.0
1155,1103519,900010428,Colby Hallberg,Sales Representative,5/3/2019,Retail,Individual,3521,Carmelia Badder,Bath products,BP104,Lavender and Olive Oil Bar Soap 3pk,2,$14.50 ,29.0
1156,1103544,900010428,Colby Hallberg,Sales Representative,5/7/2019,Retail,Individual,3242,Tish Muneely,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,3,$234.00 ,702.0
1157,1103587,900010428,Colby Hallberg,Sales Representative,5/13/2019,Retail,Individual,2861,Ralina Sneden,Bath products,BP102,Lavender and Olive Candle,1,$6.99 ,6.99
1158,1103599,900010428,Colby Hallberg,Sales Representative,5/14/2019,Wholesale,Business,3707,West Inc,Olive Oil,OO120,Extra Virgin Olive Oil - Delicate 12pk,11,$234.00 ,2574.0
1159,1103625,900010428,Colby Hallberg,Sales Representative,5/18/2019,Retail,Individual,2587,Renato Tuxwell,Bath products,BP102,Lavender and Olive Candle,3,$6.99 ,20.97
1160,1103728,900010428,Colby Hallberg,Sales Representative,6/4/2019,Wholesale,Business,3677,Rosenbaum LLC,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,2,$234.00 ,468.0
1161,1103721,900010428,Colby Hallberg,Sales Representative,6/4/2019,Retail,Individual,3706,Rebeka Espinosa,Bath products,BP402,Assorted Olive Bar Soap - 6 pk,4,$30.00 ,120.0
1162,1103722,900010428,Colby Hallberg,Sales Representative,6/4/2019,Retail,Individual,3596,Simona Moylan,Bath products,BP305,Mandarin and Olive Oil Lotion,4,$9.99 ,39.96
1163,1103732,900010428,Colby Hallberg,Sales Representative,6/5/2019,Retail,Individual,1261,Randal Slocomb,Gift Basket,GB303,Scented Olive Oil Lotion Gift Basket,1,$27.00 ,27.0
1164,1103749,900010428,Colby Hallberg,Sales Representative,6/8/2019,Retail,Individual,2142,Milli Mulcaster,Olive Oil,OO309,Garlic Extra Virgin Olive Oil,2,$26.00 ,52.0
1165,1103758,900010428,Colby Hallberg,Sales Representative,6/9/2019,Retail,Individual,1117,Frank Martini,Olive Oil,OO122,Extra Virgin Olive Oil - Bold 12pk,2,$234.00 ,468.0
1166,1103779,900010428,Colby Hallberg,Sales Representative,6/12/2019,Retail,Individual,1259,Deedee Bernardes,Bath products,BP304,Mandarin and Olive Oil Bar Soap 3pk,3,$14.50 ,43.5
1167,1103826,900010428,Colby Hallberg,Sales Representative,6/18/2019,Wholesale,Business,2574,Gislason Group,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702.0
1168,1103821,900010428,Colby Hallberg,Sales Representative,6/18/2019,Retail,Individual,1896,Joyce Harborow,Bath products,BP502,Vanilla and Olive Oil Candle,3,$6.99 ,20.97
1169,1103891,900010428,Colby Hallberg,Sales Representative,6/27/2019,Retail,Individual,1279,Jeanine Merit,Bath products,BP301,Mandarin and Olive Bath Salts,3,$8.50 ,25.5
1170,1103950,900010428,Colby Hallberg,Sales Representative,7/5/2019,Retail,Individual,3971,Daile Weedenburg,Bath products,BP503,Vanilla and Olive Oil Bar Soap,3,$5.99 ,17.97
1171,1103966,900010428,Colby Hallberg,Sales Representative,7/7/2019,Retail,Individual,2862,Kaspar Tipple,Gift Basket,GB304,Scented Olive Oil Bath Salts Gift Basket,1,$35.00 ,35.0
1172,1104001,900010428,Colby Hallberg,Sales Representative,7/11/2019,Retail,Individual,1117,Frank Martini,Olive Oil,OO207,Basil Extra Virgin Olive Oil 2pk,4,$45.00 ,180.0
1173,1104049,900010428,Colby Hallberg,Sales Representative,7/17/2019,Retail,Individual,4112,Ethelred Cleworth,Bath products,BP505,Vanilla and Olive Oil Lotion,2,$9.99 ,19.98
1174,1104060,900010428,Colby Hallberg,Sales Representative,7/19/2019,Wholesale,Business,2317,The Landon Hotel,Olive Oil,OO127,Rosemary Extra Virgin Olive Oil 12pk,10,$234.00 ,2340.0
1175,1104059,900010428,Colby Hallberg,Sales Representative,7/19/2019,Retail,Individual,1202,Britteny Turnell,Olive Oil,OO608,Rosemary Extra Virgin Olive Oil 6pk,3,$123.00 ,369.0
1176,1104108,900010428,Colby Hallberg,Sales Representative,7/26/2019,Retail,Individual,1202,Britteny Turnell,Olive Oil,OO123,Extra Virgin Olive Oil - Trio 12pk,3,$234.00 ,702.0
1177,1104104,900010428,Colby Hallberg,Sales Representative,7/26/2019,Retail,Individual,2693,Chancey Dives,Olive Oil,OO604,Extra Virgin Olive Oil - Trio 6pk,2,$114.00 ,228.0
1178,1104115,900010428,Colby Hallberg,Sales Representative,7/28/2019,Retail,Individual,2575,Ferguson Rabb,Olive Oil,OO124,Basil Extra Virgin Olive Oil 12pk,4,$234.00 ,936.0
